Index	Longitude	Latitude	Depth	Salinity_current	Temperature_current	Salinity_future	Temperature_future	Fucus_vesiculosus_bio	Idotea_baltica_abu	POINT_X	POINT_Y
2518	23.39227	59.08613	9.5	5.7392225266	17.491979599	4.0541672707	19.0120067596	0.00	0.00	465159.7126	6549867.56969999
2519	23.39287	59.25333	9.5	5.8684310913	16.0767364502	4.2926664352	18.0765342712	0.00	0.00	465362.687200002	6568491.7133
2520	23.3932	59.25332	9.6	5.8684310913	16.0767364502	4.2926664352	18.0765342712	0.00	0.00	465381.503399997	6568490.42909999
2521	23.39322	58.97936	2	5.4884557724	18.6383533478	3.8579156399	19.6592216492	13.79	0.00	465106.5894	6537974.4067
2522	23.39348	59.02839	2.5	5.7143554688	17.8317756653	4.0192046165	19.2188072205	0.00	0.00	465170.922700002	6543435.4792
2523	23.39373	59.04824	5.5	5.7322773933	17.9693489075	3.9945318699	19.3443698883	0.70	16.67	465205.262999996	6545646.36219999
2524	23.39397	59.01338	2	5.6567959785	18.0109176636	3.9821023941	19.3133678436	0.00	15.67	465183.954300001	6541763.3282
2525	23.39404	59.01347	2.4	5.6567959785	18.0109176636	3.9821023941	19.3133678436	0.24	15.67	465188.066200003	6541773.3165
2526	23.39499	58.75337	3.5	5.1695971489	18.4974727631	3.702246666	19.3152961731	0.00	0.00	464981.332599997	6512802.38549999
2527	23.39499	58.90956	5.5	5.3673171997	19.0470333099	3.7579693794	19.9086322784	0.00	0.00	465138.246699996	6530198.9257
2528	23.39511	58.79032	5.3	5.1575746536	18.821598053	3.6729719639	19.5792942047	0.00	0.00	465025.391699999	6516917.7877
2529	23.39526	58.99569	0.43	5.5666136742	18.3345317841	3.9107835293	19.5018692017	0.00	0.00	465240.297200001	6539792.2575
2530	23.3954	58.9957	0.5	5.5666136742	18.3345317841	3.9107835293	19.5018692017	0.00	0.00	465248.354000002	6539793.29879999
2531	23.39544	58.90959	4.5	5.3673171997	19.0470333099	3.7579693794	19.9086322784	0.00	0.00	465164.205899998	6530202.03339999
2532	23.39557	58.90969	5.9	5.3751034737	19.0665493011	3.7588603497	19.9267940521	0.00	0.00	465171.796899996	6530213.1042
2533	23.39581	58.53711	1.5	5.0602064133	18.2385597229	3.5934240818	18.998468399	0.00	0.00	464811.832900002	6488715.5696
2534	23.39637	58.81652	4.6	5.2101960182	18.8264350891	3.706104517	19.6179962158	0.00	0.00	465124.503899998	6519835.287
2535	23.39692	58.99862	1	5.5723161697	18.3134555817	3.9149308205	19.4901866913	0.00	15.67	465338.643600001	6540117.75609999
2536	23.397	58.535	1	5.0542154312	18.2450065613	3.5876772404	19.0087127686	0.00	266.33	464879.024300001	6488479.94399999
2537	23.39764	58.67719	5.5	5.2001981735	18.3475055695	3.7146363258	19.1968688965	0.00	0.00	465058.517300002	6504316.2131
2538	23.3979	59.0282	8	5.7148790359	17.8287734985	4.0195021629	19.2172241211	0.00	0.00	465424.542000003	6543412.02919999
2539	23.39832	58.58015	6.3	5.2393317223	18.107673645	3.7116854191	18.9982719421	0.00	0.00	465001.011600002	6493507.8636
2540	23.3985	58.71642	6	5.1675877571	18.4318561554	3.708242178	19.2564163208	0.00	0.00	465147.584700003	6508685.1193
2541	23.39871	59.28282	0.3	5.7949662209	16.0019741058	4.2129788399	18.104391098	11.65	50.00	465725.303499996	6571773.71759999
2542	23.39876	58.56208	1.8	5.1507925987	18.1833782196	3.6609182358	18.994682312	0.57	31.33	465008.565300002	6491495.0729
2543	23.39893	58.93443	4	5.4091963768	19.1611995697	3.76151824	20.0164318085	12.73	0.00	465390.093500003	6532966.9765
2544	23.39946	58.5341	2	5.0514712334	18.242723465	3.5856211185	19.0084514618	28.61	0.00	465021.402599997	6488378.4208
2545	23.3998	58.48631	9	5.0625371933	17.8213577271	3.6063091755	18.5077495575	0.00	0.00	464993.578000001	6483055.62999999
2546	23.4007	59.02816	6	5.7169651985	17.82771492	4.0192599297	19.2189502716	0.00	0.00	465585.287299998	6543406.1338
2547	23.40224	59.06128	4.5	5.7338147163	17.9791545868	3.9909155369	19.357088089	0.00	0.00	465706.595700003	6547094.46079999
2548	23.40231	58.56713	5	5.1696987152	18.1618061066	3.6724071503	18.9904441833	0.00	0.00	465220.177299998	6492055.67419999
2549	23.40267	58.99604	1.5	5.565351963	18.3408260345	3.9091663361	19.5064334869	0.00	0.00	465666.550599999	6539827.42579999
2550	23.4029	58.93972	6	5.4033484459	19.0847644806	3.7689037323	19.9495410919	0.00	0.00	465623.927199997	6533554.1526
2551	23.4049	59.02789	0.7	5.7174038887	17.8231182098	4.019818306	19.2160568237	0.00	0.00	465826.198499999	6543373.9123
2552	23.40651	58.64439	4.8	5.195775032	18.3217029572	3.7046103477	19.1716518402	0.00	16.67	465540.707900002	6500658.44959999
2553	23.40688	59.07988	6	5.758286953	17.5586929321	4.04799366	19.0717716217	0.00	0.00	465991.104900002	6549163.8999
2554	23.40738	58.99571	1.5	5.5647101402	18.3438472748	3.9083850384	19.508600235	0.00	15.67	465936.941100001	6539788.26749999
2555	23.40797	58.81425	1.5	5.2074022293	18.8267803192	3.7062635422	19.6096038818	1.65	219.33	465792.459600001	6519576.4802
2556	23.40895	59.27417	0.2	5.8205037117	16.1205787659	4.237165451	18.1501598358	8.07	0.00	466300.497500002	6570804.96799999
2557	23.40937	59.00772	6	5.6236200333	18.1440792084	3.9525113106	19.3971309662	0.00	0.00	466063.100199997	6541124.9948
2558	23.40957	58.58778	6	5.2373332977	18.0941238403	3.712403059	18.9911384583	0.00	0.00	465662.873599998	6494351.8487
2559	23.40969	59.03693	3.5	5.7289071083	17.8399944305	4.0132055283	19.2436923981	0.00	0.00	466110.1202	6544378.41209999
2560	23.40982	58.91673	5.8	5.3878645897	19.0935211182	3.7610008717	19.9518241882	0.00	0.00	465999.782200001	6530989.92729999
2561	23.41069	58.64325	4.7	5.1815342903	18.3332843781	3.6978628635	19.1728343964	0.00	133.33	465782.285800002	6500529.3398
2562	23.41186	58.54927	1.9	5.1072487831	18.1884212494	3.6339566708	18.9572353363	0.00	15.67	465758.439599998	6490061.58949999
2563	23.41245	58.91526	6.2	5.3803877831	19.0618038177	3.761841774	19.9225292206	0.00	0.00	466149.858099997	6530824.8643
2564	23.41269	58.90987	4.8	5.3689551353	19.0244865417	3.7616555691	19.8875789642	0.00	0.00	466158.428099997	6530224.3898
2565	23.41277	58.90966	4.5	5.3642654419	19.0148506165	3.760831356	19.878364563	0.00	0.00	466162.832900002	6530200.9591
2566	23.41338	58.64236	4.2	5.1838054657	18.329126358	3.6986610889	19.1701908112	0.00	50.00	465937.607100002	6500428.8451
2567	23.4137	58.91246	6.2	5.3733515739	19.0348625183	3.7622509003	19.8974323273	0.00	0.00	466219.1457	6530512.3621
2568	23.41382	59.07715	4.8	5.7616610527	17.5836238861	4.0426640511	19.0959777832	0.00	0.00	466386.369699999	6548856.31379999
2569	23.41384	58.9124	5.8	5.3733515739	19.0348625183	3.7622509003	19.8974323273	0.00	0.00	466227.153499998	6530505.60869999
2570	23.41388	58.90443	6	5.3539204597	18.9917602539	3.759237051	19.8560657501	0.00	0.00	466221.700999997	6529617.86809999
2571	23.41413	58.90466	6.3	5.3539204597	18.9917602539	3.759237051	19.8560657501	0.00	0.00	466236.332000002	6529643.3603
2572	23.41438	58.53753	2.7	5.078332901	18.1901168823	3.6149230003	18.9418621063	0.00	15.67	465893.7346	6488752.75539999
2573	23.41446	58.57122	8	5.167339325	18.1757621765	3.6743714809	19.0043010712	0.00	0.00	465931.149099998	6492504.9664
2574	23.41463	58.64227	3.6	5.1762990952	18.3354187012	3.6951687336	19.1712474823	0.00	58.33	466010.099699996	6500418.1871
2575	23.41467	58.97845	2.5	5.505209446	18.6101837158	3.8593854904	19.665851593	0.00	0.00	466339.1739	6537862.0857
2576	23.41479	59.00786	1.8	5.6236367226	18.1554069519	3.9450333118	19.4132213593	0.00	0.00	466374.655100002	6541137.8592
2577	23.41488	58.57576	7	5.1788520813	18.159412384	3.6806688309	19.0012435913	0.00	0.00	465959.9965	6493010.4006
2578	23.41499	58.91399	5.4	5.3773622513	19.0452976227	3.7626655102	19.9072952271	0.00	0.00	466294.956100001	6530682.129
2579	23.41508	58.54994	1.5	5.1212639809	18.1711807251	3.6444814205	18.9566555023	0.00	156.67	465946.554200001	6490134.572
2580	23.41538	58.64431	4.2	5.1739616394	18.3395709991	3.6943087578	19.1737251282	0.00	8.33	466055.628200002	6500645.01669999
2581	23.41578	58.95936	4.5	5.4273386002	18.8677787781	3.806180954	19.7917728424	0.00	0.00	466384.4855	6535735.2016
2582	23.41602	58.56206	5.6	5.1492938995	18.1667900085	3.6627528667	18.9768199921	0.00	0.00	466013.031099997	6491483.9708
2583	23.41639	58.99519	5.5	5.5627741814	18.3523082733	3.9061672688	19.5145797729	0.00	0.00	466454.307499997	6539725.8066
2584	23.41642	59.27532	3.1	5.8124451637	16.1461696625	4.2289452553	18.1717796326	9.13	78.33	466727.513199999	6570929.34239999
2585	23.41656	58.50374	6.6	5.0609660149	17.9920425415	3.6085326672	18.6983089447	0.00	0.00	465987.958899997	6484988.2736
2586	23.41659	58.64182	2.1	5.1762990952	18.3354187012	3.6951687336	19.1712474823	60.13	150.00	466123.469599999	6500367.0758
2587	23.4167	58.64164	2.3	5.1762990952	18.3354187012	3.6951687336	19.1712474823	30.55	308.33	466129.682400003	6500346.97239999
2588	23.41682	58.93803	3.5	5.3977890015	19.0452804565	3.7717826366	19.9136238098	0.00	0.00	466423.668399997	6533358.8638
2589	23.41694	58.90691	5	5.357465744	18.988237381	3.7612798214	19.8530597687	0.00	0.00	466400.446599997	6529892.5603
2590	23.41728	59.28871	3.0375	5.7854394913	16.0705337524	4.2083091736	18.1430549622	44.67	12.50	466789.502499997	6572420.4908
2591	23.41739	58.91321	3.6	5.3746643066	19.030040741	3.7634708881	19.8931789398	0.00	0.00	466432.472699999	6530594.04679999
2592	23.4174	58.9071	5.2	5.357465744	18.988237381	3.7612798214	19.8530597687	0.00	0.00	466427.1378	6529913.49269999
2593	23.41752	59.28889	7.2	5.7854394913	16.0705337524	4.2083091736	18.1430549622	0.00	0.00	466803.354400001	6572440.42309999
2594	23.41755	58.90463	6.1	5.3534617424	18.9831809998	3.7601480484	19.8479423523	0.00	0.00	466433.392499998	6529638.3024
2595	23.41782	58.95813	4	5.4249472618	18.8811836243	3.8035511971	19.8010139465	0.00	0.00	466500.673299998	6535597.17859999
2596	23.41801	59.05535	4	5.7432436943	17.8168754578	4.0139350891	19.2437438965	0.00	50.00	466605.564099997	6546425.9798
2597	23.41826	58.90491	6.1	5.3534617424	18.9831809998	3.7601480484	19.8479423523	0.00	0.00	466474.579300001	6529669.13439999
2598	23.41831	58.64158	1	5.1686205864	18.3419437408	3.6916098595	19.1724796295	0.00	125.00	466223.109499998	6500339.47789999
2599	23.4186	58.9931	5.9	5.5567011833	18.375585556	3.9014635086	19.5279750824	0.00	0.00	466579.3165	6539491.9085
2600	23.41871	58.64126	1.2	5.1686205864	18.3419437408	3.6916098595	19.1724796295	53.17	333.33	466246.026799999	6500303.6358
2601	23.4194	58.91254	2.4	5.3689002991	19.0085849762	3.7637214661	19.8729915619	0.00	0.00	466547.631599999	6530518.41609999
2602	23.41945	58.90745	4.3	5.3614268303	18.994354248	3.7622504234	19.85912323	0.00	0.00	466545.605400003	6529951.4525
2603	23.41973	58.8912	4.5	5.327460289	18.9552764893	3.7522568703	19.8129482269	0.00	0.00	466546.082099996	6528141.3458
2604	23.42014	58.90764	5.6	5.3614268303	18.994354248	3.7622504234	19.85912323	0.00	0.00	466585.5489	6529972.27129999
2605	23.42043	58.90471	6.1	5.3530435562	18.9745044708	3.7610890865	19.8397274017	0.00	0.00	466599.439800001	6529645.77529999
2606	23.42054	58.90478	6.2	5.3530435562	18.9745044708	3.7610890865	19.8397274017	0.00	0.00	466605.846299998	6529653.5174
2607	23.42082	58.64089	1	5.160941124	18.3485469818	3.6880629063	19.1738433838	0.37	66.67	466368.189999997	6500261.36639999
2608	23.42099	58.9118	2.2	5.3689002991	19.0085849762	3.7637214661	19.8729915619	0.00	188.00	466638.528700001	6530435.20089999
2609	23.42141	59.03111	2	5.7285523415	17.7935829163	4.0198531151	19.2079372406	0.00	16.67	466777.360299997	6543724.28119999
2610	23.4215	58.89551	6.3	5.3319563866	18.9600696564	3.7537329197	19.8185901642	0.00	0.00	466652.264499999	6528620.52279999
2611	23.42167	59.0736	2.5	5.7628188133	17.6072978973	4.0344223976	19.1221923828	0.00	0.00	466833.095799997	6548456.9805
2612	23.42175	58.9576	4.4	5.4245929718	18.8798751831	3.8035552502	19.7998027802	0.00	0.00	466726.295599997	6535536.1889
2613	23.4223	58.64341	2	5.1587543488	18.3523979187	3.687223196	19.1759166718	123.76	316.67	466456.5458	6500541.296
2614	23.42372	59.11375	7.2	5.8253798485	17.2810592651	4.0991444588	18.8934783936	0.00	0.00	466989.082500003	6552928.2041
2615	23.42389	58.64025	0.5	5.1534280777	18.3550777435	3.6846044064	19.1753025055	0.00	0.00	466545.842100001	6500188.5498
2616	23.424	58.64012	0.2	5.1534280777	18.3550777435	3.6846044064	19.1753025055	0.00	8.33	466552.1052	6500174.0159
2617	23.42402	58.89675	1.5	5.3345618248	18.9535198212	3.7558035851	19.8123054504	0.00	141.00	466798.712800003	6528757.38709999
2618	23.42429	58.64055	1	5.1534280777	18.3550777435	3.6846044064	19.1753025055	0.33	66.67	466569.355899997	6500221.7635
2619	23.4243	58.6402	0.2	5.1534280777	18.3550777435	3.6846044064	19.1753025055	0.00	50.00	466569.601999998	6500182.7765
2620	23.42462	58.64022	0.5	5.1534280777	18.3550777435	3.6846044064	19.1753025055	0.00	33.33	466588.202799998	6500184.84459999
2621	23.42516	58.93784	1	5.3989658356	19.02384758	3.7737207413	19.8997459412	0.00	0.00	466903.646999999	6533333.556
2622	23.42575	58.94376	1.6	5.4003515244	18.9778614044	3.7798199654	19.8628253937	0.00	0.00	466943.2606	6533992.65689999
2623	23.4259	58.89833	3.1	5.3371229172	18.9560775757	3.7566463947	19.8151931763	0.00	0.00	466908.5854	6528932.4426
2624	23.42591	58.73269	5	5.115398407	18.6122817993	3.6707057953	19.3730316162	0.00	16.67	466751.258799999	6510483.3348
2625	23.42614	58.75364	3	5.1238508224	18.7778053284	3.6685569286	19.500951767	0.00	0.00	466784.542199999	6512816.61419999
2626	23.42703	58.90007	4.4	5.3463554382	18.9507541656	3.7611455917	19.8163127899	0.00	0.00	466975.373099997	6529125.69159999
2627	23.42706	58.99541	2	5.5661883354	18.3397064209	3.9080340862	19.5085754395	0.00	0.00	467067.809500001	6539745.024
2628	23.42719	58.5693	7	5.1561145782	18.1720237732	3.66918993	18.9905490875	0.00	0.00	466669.982500001	6492284.7287
2629	23.42732	59.27836	1.8	5.8050718307	16.1833114624	4.2231783867	18.1973056793	0.00	0.00	467351.846600003	6571262.6257
2630	23.42768	58.52274	1.8	5.0625081062	18.1303863525	3.6141605377	18.8569564819	0.00	0.00	466654.247000001	6487098.82299999
2631	23.4278	58.90177	3.5	5.3492808342	18.9538078308	3.7620782852	19.8196773529	0.00	0.00	467021.368299998	6529314.6634
2632	23.42785	59.11205	5	5.8214349747	17.3115348816	4.0901699066	18.9202289581	0.00	23.50	467224.039399996	6552736.81789999
2633	23.42806	58.90264	2	5.3492808342	18.9538078308	3.7620782852	19.8196773529	0.00	0.00	467037.179300002	6529411.4386
2634	23.42828	58.71175	5	5.1237678528	18.5342712402	3.67654109	19.3120098114	0.00	0.00	466868.636200003	6508149.8909
2635	23.42869	59.05307	2	5.748942852	17.7444248199	4.0233459473	19.1958217621	0.00	0.00	467216.201700001	6546166.74909999
2636	23.42901	58.64363	1.2	5.1421041489	18.3682250977	3.6796352863	19.1799087524	13.96	75.00	466846.353	6500562.46299999
2637	23.42935	58.68692	3.5	5.1119775772	18.5042152405	3.6682124138	19.2758579254	0.00	0.00	466907.113700002	6505383.8381
2638	23.42963	58.66052	3	5.120206356	18.4004955292	3.6699728966	19.1953277588	0.00	16.67	466898.347800001	6502443.3233
2639	23.43299	58.99612	0.7	5.5707483292	18.3225803375	3.9111397266	19.4993915558	0.00	0.00	467409.322099998	6539821.2113
2640	23.43393	58.77973	4.4	5.1562018394	18.9886455536	3.6726021767	19.69090271	0.00	0.00	467259.946299999	6515718.6805
2641	23.43411	58.99555	1	5.5700273514	18.3250179291	3.9104692936	19.5009937286	0.00	0.00	467473.160499997	6539757.17799999
2642	23.4354	59.27254	4.7	5.821495533	16.2795143127	4.2329282761	18.2478847504	0.00	8.33	467807.014600001	6570610.4037
2643	23.43693	58.626	0.3	5.0989694595	18.3891048431	3.6580724716	19.180519104	0.00	0.00	467289.721199996	6498594.993
2644	23.43717	59.27079	8	5.8250045776	16.2938766479	4.2351183891	18.2546520233	0.00	0.00	467906.300300002	6570414.6151
2645	23.43736	59.02402	2	5.6936831474	17.9393882751	3.9841411114	19.3046360016	0.00	0.00	467686.563199996	6542926.76099999
2646	23.43802	58.62527	2	5.1000928879	18.3865795135	3.6584751606	19.1788673401	0.00	15.67	467352.3596	6498513.15659999
2647	23.44122	58.96955	3.5	5.4690375328	18.6910495758	3.8331739902	19.702703476	0.00	0.00	467857.701800003	6536857.7391
2648	23.4426	58.56335	10	5.1658577919	18.127822876	3.6742787361	18.9481163025	0.00	0.00	467561.114200003	6491614.4851
2649	23.44344	58.97114	3.5	5.473051548	18.6744060516	3.8362426758	19.693145752	0.00	0.00	467986.867799997	6537033.7793
2650	23.44477	58.54232	1.5	5.1045918465	18.1523036957	3.642485857	18.915517807	0.00	141.00	467668.010099999	6489271.1955
2651	23.44607	58.95481	3.7	5.4099559784	18.867898941	3.7961392403	19.7844600677	225.71	0.00	468123.119900003	6535213.61609999
2652	23.44995	58.95347	4	5.4078621864	18.8733348846	3.7947061062	19.7873592377	197.17	15.67	468345.172399997	6535062.52349999
2653	23.45039	58.94761	3.4	5.4028458595	18.8948898315	3.790268898	19.8011760712	18.11	0.00	468365.145199999	6534409.60359999
2654	23.45039	58.94761	3.8	5.4028458595	18.8948898315	3.790268898	19.8011760712	0.75	0.00	468365.145199999	6534409.60359999
2655	23.45048	58.95464	4.2	5.4095048904	18.8640575409	3.7964038849	19.7811126709	1.94	0.00	468376.740299999	6535192.59329999
2656	23.45051	58.53407	9	5.0740571022	18.1396026611	3.6282474995	18.8766021729	0.00	0.00	467994.725199997	6488349.58999999
2657	23.45086	58.54007	6.5	5.0932950974	18.1530208588	3.6378777027	18.9045810699	0.00	0.00	468020.581600002	6489017.67969999
2658	23.45138	58.86874	4	5.2908701897	18.8663406372	3.7440950871	19.7008152008	0.00	0.00	468350.275200001	6525624.3392
2659	23.45153	58.94946	4	5.4043059349	18.8864021301	3.7918214798	19.7953720093	0.00	0.00	468432.445600003	6534615.1275
2660	23.45218	59.09255	4.3	5.7815775871	17.5890426636	3.9936714172	19.2037467957	0.00	0.00	468600.026699997	6550553.0997
2661	23.45246	58.94644	2.5	5.4028458595	18.8948898315	3.790268898	19.8011760712	4.11	16.67	468483.225299999	6534278.30959999
2662	23.45261	58.9456	1.5	5.4014410973	18.9032039642	3.7887525558	19.8068981171	0.00	0.00	468491.095700003	6534184.67639999
2663	23.45294	58.9449	0.5	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	16.67	468509.454800002	6534106.5524
2664	23.45305	58.94604	3	5.4014410973	18.9032039642	3.7887525558	19.8068981171	0.24	0.00	468516.821999996	6534233.47879999
2665	23.45317	58.94521	0.5	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.04	33.33	468522.975599996	6534140.9736
2666	23.45324	58.94484	0.2	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468526.668899998	6534099.72859999
2667	23.45325	58.94487	0.2	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468527.271799996	6534103.0654
2668	23.45325	58.94506	1	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468527.444300003	6534124.22839999
2669	23.45326	58.94481	0.2	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468527.792900003	6534096.3777
2670	23.45327	58.94482	0.2	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468528.377599999	6534097.4868
2671	23.45332	58.94484	0.2	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468531.273900002	6534099.69099999
2672	23.45332	58.94488	0.5	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468531.310199998	6534104.1464
2673	23.45335	58.94487	0.5	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468533.027999997	6534103.0185
2674	23.45339	58.94487	0.5	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468535.330499999	6534102.99969999
2675	23.45343	58.94501	0.5	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	25.00	468537.759999997	6534118.57479999
2676	23.45348	58.94503	0.5	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468540.6563	6534120.77899999
2677	23.45349	58.94513	1	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	8.33	468541.322599999	6534131.9127
2678	23.45351	58.94505	1	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	41.67	468542.401299998	6534122.9926
2679	23.45357	58.94488	0.6	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468545.700699999	6534104.0291
2680	23.45358	58.94553	1.7	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.06	0.00	468546.866099998	6534176.42419999
2681	23.45359	58.94538	1.1	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468547.305600002	6534159.71189999
2682	23.45359	58.94838	0.2	5.4043059349	18.8864021301	3.7918214798	19.7953720093	0.00	0.00	468550.027699999	6534493.86479999
2683	23.45362	58.94498	1	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	83.33	468548.6695	6534115.14409999
2684	23.45364	58.94495	0.9	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468549.7936	6534111.7932
2685	23.45367	58.94535	1.5	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468551.883299998	6534156.33289999
2686	23.45368	58.94611	2.9	5.4023485184	18.8892478943	3.790733099	19.7963428497	0.00	0.00	468553.148400001	6534240.9802
2687	23.45376	58.94536	1.7	5.4009141922	18.8970928192	3.7892620564	19.8016681671	25.23	0.00	468557.072899997	6534157.4045
2688	23.45377	58.94547	1.7	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.00	0.00	468557.748300001	6534169.6521
2689	23.45384	58.94558	2.6	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.98	0.00	468561.877300001	6534181.8715
2690	23.45389	58.94667	3.55	5.4023485184	18.8892478943	3.790733099	19.7963428497	6.96	4.17	468565.743799999	6534303.25699999
2691	23.45394	58.94518	2	5.4009141922	18.8970928192	3.7892620564	19.8016681671	0.25	4.17	468567.2707	6534137.271
2692	23.45395	59.26226	6.9	5.8364496231	16.4168815613	4.2415204048	18.3209781647	0.00	0.00	468855.372900001	6569456.51029999
2693	23.45406	58.98012	1.4	5.5018138885	18.575969696	3.8554699421	19.6467456818	0.00	0.00	468605.8539	6538028.9972
2694	23.45407	58.98024	1.5	5.5018138885	18.575969696	3.8554699421	19.6467456818	0.00	0.00	468606.537699997	6538042.3588
2695	23.4542	58.94588	3	5.4009141922	18.8970928192	3.7892620564	19.8016681671	26.38	0.00	468582.871100001	6534215.1182
2696	23.45448	58.61718	6.7	5.0985860825	18.3821258545	3.6577744484	19.1719017029	0.00	0.00	468301.236699998	6497604.21959999
2697	23.45467	59.12482	1.6	5.8358130455	17.2518062592	4.0779700279	18.9054546356	52.51	282.00	468771.9692	6554146.46269999
2698	23.45502	58.61449	7.4	5.1126718521	18.3497085571	3.6629424095	19.1486244202	0.00	0.00	468330.179700002	6497304.3596
2699	23.45666	58.94958	3.6	5.405371666	18.8730163574	3.7937817574	19.7854232788	148.04	0.00	468727.807899996	6534626.0907
2700	23.45692	58.94975	3.3	5.405371666	18.8730163574	3.7937817574	19.7854232788	162.52	0.00	468742.925300002	6534644.90489999
2701	23.4578	58.95071	3.6	5.405371666	18.8730163574	3.7937817574	19.7854232788	26.64	0.00	468794.4371	6534751.42419999
2702	23.4585	58.54823	1.5	5.1224694252	18.1554355621	3.6551010609	18.9375190735	0.00	0.00	468472.827699996	6489922.8933
2703	23.4598	58.95815	3.7	5.4345493317	18.7885036469	3.8117718697	19.7448596954	35.34	0.00	468916.215899996	6535579.1968
2704	23.4598	58.95815	3.8	5.4345493317	18.7885036469	3.8117718697	19.7448596954	13.99	0.00	468916.215899996	6535579.1968
2705	23.4598	58.95815	4	5.4345493317	18.7885036469	3.8117718697	19.7448596954	16.50	0.00	468916.215899996	6535579.1968
2706	23.4598	58.95815	4.2	5.4345493317	18.7885036469	3.8117718697	19.7448596954	12.71	14.33	468916.215899996	6535579.1968
2707	23.46	58.9583	3.5	5.4372038841	18.7771282196	3.8138747215	19.7380962372	60.75	0.00	468927.858400002	6535595.81179999
2708	23.46	58.9583	3.8	5.4372038841	18.7771282196	3.8138747215	19.7380962372	14.82	0.00	468927.858400002	6535595.81179999
2709	23.46	58.9583	3.9	5.4372038841	18.7771282196	3.8138747215	19.7380962372	41.26	0.00	468927.858400002	6535595.81179999
2710	23.46	58.9583	4	5.4372038841	18.7771282196	3.8138747215	19.7380962372	98.99	0.00	468927.858400002	6535595.81179999
2711	23.46	58.9583	4.4	5.4372038841	18.7771282196	3.8138747215	19.7380962372	0.00	0.00	468927.858400002	6535595.81179999
2712	23.46023	58.95832	2.7	5.4372038841	18.7771282196	3.8138747215	19.7380962372	368.74	0.00	468941.110399998	6535597.93299999
2713	23.46046	58.9751	1	5.4925494194	18.6091327667	3.848688364	19.6652183533	0.00	0.00	468969.378600001	6537466.8656
2714	23.46238	58.96769	3.3	5.4646692276	18.6897392273	3.8289539814	19.7022094727	318.26	0.00	469073.186099998	6536640.61549999
2715	23.46313	58.75529	2.5	5.0965046883	18.9185886383	3.648080349	19.5921859741	0.00	0.00	468926.975500002	6512982.66459999
2716	23.46328	58.73528	4.3	5.0897650719	18.6918907166	3.652368784	19.4230308533	0.00	0.00	468917.823600001	6510753.88709999
2717	23.4642	58.71628	3.5	5.0857129097	18.6338634491	3.6514987946	19.3756694794	0.00	0.00	468954.196699999	6508637.25369999
2718	23.46564	59.10312	6	5.7949972153	17.5514335632	4.0221567154	19.1310100555	0.00	0.00	469380.890799999	6551724.25679999
2719	23.46626	58.6799	7	5.0969433784	18.5204257965	3.6594276428	19.281162262	0.00	0.00	469041.314000003	6504584.33969999
2720	23.46707	59.19391	10	5.9046297073	16.934677124	4.1772871017	18.7103767395	0.00	0.00	469543.1796	6561836.7556
2721	23.4683	58.61746	7.1	5.103682518	18.3867454529	3.6635432243	19.1711997986	0.00	0.00	469104.5115	6497628.9571
2722	23.4688	58.64623	7	5.1083841324	18.4195537567	3.6664326191	19.2011203766	0.00	0.00	469158.940700002	6500833.0643
2723	23.46943	58.75734	2	5.1044716835	18.8879451752	3.6534423828	19.5740566254	21.68	0.00	469293.406000003	6513208.0923
2724	23.46943	58.75734	3.2	5.1044716835	18.8879451752	3.6534423828	19.5740566254	0.00	0.00	469293.406000003	6513208.0923
2725	23.46943	58.75734	3.3	5.1044716835	18.8879451752	3.6534423828	19.5740566254	0.00	0.00	469293.406000003	6513208.0923
2726	23.46943	58.75734	3.6	5.1044716835	18.8879451752	3.6534423828	19.5740566254	0.00	14.33	469293.406000003	6513208.0923
