Index	Longitude	Latitude	Depth	Salinity_current	Temperature_current	Salinity_future	Temperature_future	Fucus_vesiculosus_bio	Idotea_baltica_abu	POINT_X	POINT_Y
1464	22.97084	58.37002	2.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439777.496899999	6470408.7932
1465	22.97085	58.36998	2.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439778.013599999	6470404.32959999
1466	22.97085	58.36998	3	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	47.00	439778.013599999	6470404.32959999
1467	22.97085	58.36998	3.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439778.013599999	6470404.32959999
1468	22.97086	58.60805	0.2	5.4301490784	19.2968578339	3.367413044	20.1725254059	0.00	0.00	440185.4085	6496917.27749999
1469	22.9709	58.36992	3.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439780.836699999	6470397.6028
1470	22.9709	58.37913	1	5.1385893822	18.3848743439	3.5939564705	18.979429245	0.00	0.00	439796.573799997	6471423.27499999
1471	22.97091	58.35613	2.5	5.1580934525	18.7726421356	3.5951328278	19.4081687927	582.69	0.00	439757.859099999	6468861.87079999
1472	22.97093	58.35621	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439759.166500002	6468870.76209999
1473	22.97093	58.37008	2.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439782.865400001	6470415.39429999
1474	22.97094	58.37003	2.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439783.365099996	6470409.81709999
1475	22.97095	58.36973	3	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439783.437700003	6470376.3986
1476	22.97096	58.37006	2.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439784.586599998	6470413.14009999
1477	22.97098	58.35612	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	1.07	31.33	439761.939499996	6468860.69429999
1478	22.97098	58.36998	2	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439785.6202	6470404.2129
1479	22.97105	58.35623	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439766.224799998	6468872.8816
1480	22.97106	58.35617	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	174.11	0.00	439766.707699999	6468866.19069999
1481	22.97106	58.35617	2.4	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439766.707699999	6468866.19069999
1482	22.97106	58.35617	2.5	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439766.707699999	6468866.19069999
1483	22.97106	58.35619	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439766.741800002	6468868.418
1484	22.97106	58.60836	0.7	5.4301490784	19.2968578339	3.367413044	20.1725254059	0.00	0.00	440197.561399996	6496951.62319999
1485	22.97107	58.35618	2.5	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439767.310099996	6468867.2954
1486	22.97107	58.35637	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.72	0.00	439767.6347	6468888.4547
1487	22.97108	58.37004	2	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439791.573799997	6470410.80499999
1488	22.9711	58.35608	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	2.19	0.00	439768.8953	6468856.13199999
1489	22.9711	58.35608	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	192.41	0.00	439768.8953	6468856.13199999
1490	22.9711	58.35608	2.5	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439768.8953	6468856.13199999
1491	22.9711	58.35608	3	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439768.8953	6468856.13199999
1492	22.9711	58.35618	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439769.066100001	6468867.2685
1493	22.9711	58.35619	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439769.0832	6468868.3821
1494	22.9711	58.35619	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439769.0832	6468868.3821
1495	22.9711	58.35619	2.5	5.1580934525	18.7726421356	3.5951328278	19.4081687927	266.18	611.00	439769.0832	6468868.3821
1496	22.9711	58.35619	3	5.1580934525	18.7726421356	3.5951328278	19.4081687927	124.44	47.00	439769.0832	6468868.3821
1497	22.9711	58.35624	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439769.1686	6468873.95039999
1498	22.97111	58.35632	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	43.44	0.00	439769.890600003	6468882.8506
1499	22.97111	58.35632	2.5	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439769.890600003	6468882.8506
1500	22.97111	58.35632	2.7	5.1580934525	18.7726421356	3.5951328278	19.4081687927	3.99	0.00	439769.890600003	6468882.8506
1501	22.97112	58.35618	2.2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439770.2368	6468867.2505
1502	22.97112	58.35619	1.8	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.32	0.00	439770.253899998	6468868.36419999
1503	22.97113	58.35619	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	19.17	0.00	439770.839199997	6468868.3552
1504	22.97114	58.35619	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	0.00	0.00	439771.424599997	6468868.3462
1505	22.97116	58.36873	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	31.75	0.00	439794.016900002	6470264.84499999
1506	22.97121	58.35632	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	174.82	0.00	439775.744099996	6468882.7608
1507	22.97125	58.35626	2	5.1580934525	18.7726421356	3.5951328278	19.4081687927	173.33	0.00	439777.983000002	6468876.043
1508	22.97134	58.35631	2.5	5.1580934525	18.7726421356	3.5951328278	19.4081687927	141.07	0.00	439783.336499996	6468881.5304
1509	22.97134	58.36859	5.4	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439804.3103	6470249.09239999
1510	22.97135	58.6084	1	5.4301490784	19.2968578339	3.367413044	20.1725254059	0.00	33.33	440214.4833	6496955.8194
1511	22.9714	58.60841	0.5	5.4301490784	19.2968578339	3.367413044	20.1725254059	0.00	0.00	440217.406199999	6496956.8885
1512	22.97146	58.60993	3.6	5.4301748276	19.2950897217	3.3662605286	20.1705780029	0.00	0.00	440223.489	6497126.114
1513	22.97147	58.36844	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439811.660899996	6470232.271
1514	22.97148	58.35611	1.5	5.1599712372	18.8261756897	3.5946159363	19.4709720612	433.50	0.00	439791.189699999	6468859.13179999
1515	22.97148	58.36868	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439812.655900001	6470258.98959999
1516	22.97148	58.3688	3.1	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439812.860899999	6470272.35339999
1517	22.97152	58.36858	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	49.53	0.00	439814.825699999	6470247.8172
1518	22.97154	58.36826	8	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439815.449600003	6470212.1625
1519	22.97154	58.36873	5.8	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439816.252099998	6470264.504
1520	22.97154	58.36873	6.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	34.74	0.00	439816.252099998	6470264.504
1521	22.97157	58.36876	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439818.058799996	6470267.8181
1522	22.97157	58.36877	5.3	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439818.075900003	6470268.93169999
1523	22.97157	58.36877	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439818.075900003	6470268.93169999
1524	22.97159	58.36874	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	294.63	0.00	439819.194899998	6470265.57279999
1525	22.9716	58.36851	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439819.387299999	6470239.9499
1526	22.97161	58.36866	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439820.228600002	6470256.6457
1527	22.97161	58.36866	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439820.228600002	6470256.6457
1528	22.97162	58.3686	3.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439820.7113	6470249.95479999
1529	22.97162	58.3686	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439820.7113	6470249.95479999
1530	22.97162	58.36864	3	5.1502633095	18.6022644043	3.5951037407	19.2211933136	12.89	0.00	439820.779600001	6470254.4094
1531	22.97162	58.36869	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439820.8649	6470259.97769999
1532	22.97163	58.36866	6.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439821.398900002	6470256.6277
1533	22.97163	58.3688	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439821.637900002	6470272.2188
1534	22.97164	58.36861	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439821.898599997	6470251.0505
1535	22.97165	58.36859	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439822.449600003	6470248.81419999
1536	22.97165	58.36862	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439822.500799998	6470252.1552
1537	22.97167	58.36874	6.2	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439823.876000002	6470265.5011
1538	22.97168	58.36869	5.3	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439824.375799998	6470259.92379999
1539	22.97168	58.36869	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439824.375799998	6470259.92379999
1540	22.9717	58.36874	2.7	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439825.631399996	6470265.4741
1541	22.97171	58.36864	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439826.0458	6470254.32869999
1542	22.97171	58.36871	4.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439826.165299996	6470262.1242
1543	22.97171	58.36871	4.8	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439826.165299996	6470262.1242
1544	22.97172	58.36869	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439826.716300003	6470259.88789999
1545	22.97172	58.36869	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439826.716300003	6470259.88789999
1546	22.97175	58.3687	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439828.488799996	6470260.9747
1547	22.97176	58.36863	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439828.954400002	6470253.1702
1548	22.97181	58.36874	3.7	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439832.067900002	6470265.3755
1549	22.97181	58.36874	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439832.067900002	6470265.3755
1550	22.97181	58.36874	6.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	74.96	0.00	439832.067900002	6470265.3755
1551	22.97182	58.36869	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439832.567699998	6470259.7982
1552	22.97185	58.3619	4	5.1585016251	18.7917041779	3.594647646	19.4329662323	0.00	0.00	439822.731799997	6469503.60289999
1553	22.97191	58.36835	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439837.253600001	6470221.85339999
1554	22.97191	58.36835	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439837.253600001	6470221.85339999
1555	22.97191	58.36843	4.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439837.390100002	6470230.7626
1556	22.97192	58.36848	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439838.060599997	6470236.32189999
1557	22.97194	58.36825	5.6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439838.838299997	6470210.69
1558	22.97195	58.3685	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439839.850199997	6470238.5223
1559	22.97195	58.3685	5.8	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439839.850199997	6470238.5223
1560	22.97195	58.3685	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439839.850199997	6470238.5223
1561	22.97197	58.36784	5	5.1521930695	18.6452579498	3.5950815678	19.2688159943	0.00	0.00	439839.893899999	6470165.0034
1562	22.97198	58.36841	4.7	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439841.451999999	6470228.4725
1563	22.97198	58.36841	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439841.451999999	6470228.4725
1564	22.97198	58.36841	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439841.451999999	6470228.4725
1565	22.97198	58.3685	6.2	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439841.605599999	6470238.4954
1566	22.97199	58.3684	4.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439842.020000003	6470227.34989999
1567	22.97199	58.3684	5.6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439842.020000003	6470227.34989999
1568	22.97199	58.36847	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439842.139499999	6470235.1455
1569	22.972	58.36849	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439842.758799999	6470237.3638
1570	22.97201	58.36835	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439843.104999996	6470221.7637
1571	22.97201	58.36839	5.8	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439843.173299998	6470226.21829999
1572	22.97202	58.36842	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439843.809600003	6470229.55029999
1573	22.97202	58.36843	4.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439843.826700001	6470230.664
1574	22.97202	58.36843	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439843.826700001	6470230.664
1575	22.97205	58.36845	4.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439845.6162	6470232.86439999
1576	22.97205	58.36847	5.8	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439845.650399997	6470235.09169999
1577	22.97207	58.36845	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	25.86	0.00	439846.786499999	6470232.8464
1578	22.97208	58.36845	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439847.371699996	6470232.8374
1579	22.9721	58.36844	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439848.524899996	6470231.70589999
1580	22.97211	58.3737	0.8	5.143034935	18.4808292389	3.5940177441	19.0856971741	0.00	0.00	439858.0872	6470817.47709999
1581	22.97212	58.36843	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439849.678099997	6470230.57429999
1582	22.97214	58.36848	4.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439850.933700002	6470236.1246
1583	22.97218	58.60973	1.9	5.4301748276	19.2950897217	3.3662605286	20.1705780029	0.00	25.00	440264.989299997	6497103.19909999
1584	22.97219	58.34552	3	5.1468501091	18.4341831207	3.6004197598	18.9828300476	0.00	0.00	439814.676899999	6467679.1402
1585	22.97219	58.36837	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439853.6717	6470223.82959999
1586	22.9722	58.3686	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439854.649400003	6470249.43459999
1587	22.97221	58.36831	5.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439854.739600002	6470217.12979999
1588	22.97222	58.65024	6	5.4366254807	19.2246170044	3.4146201611	20.1417179108	0.00	0.00	440336.446299999	6501614.68609999
1589	22.97222	58.65024	6.3	5.4366254807	19.2246170044	3.4146201611	20.1417179108	0.00	0.00	440336.446299999	6501614.68609999
1590	22.97226	58.36853	5.6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439858.040700003	6470241.5852
1591	22.97226	58.36853	6	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439858.040700003	6470241.5852
1592	22.97228	58.36847	6.5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439859.108599998	6470234.8854
1593	22.9723	58.36857	5	5.1502633095	18.6022644043	3.5951037407	19.2211933136	0.00	0.00	439860.449600003	6470246.004
1594	22.97234	58.36819	6	5.1513719559	18.6353855133	3.5947730541	19.2593460083	0.00	0.00	439862.141699999	6470203.64939999
1595	22.97234	58.36819	6.1	5.1513719559	18.6353855133	3.5947730541	19.2593460083	0.00	0.00	439862.141699999	6470203.64939999
1596	22.97252	58.37801	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439889.4274	6471297.09319999
1597	22.97252	58.37801	0.7	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439889.4274	6471297.09319999
1598	22.97255	58.36845	5.5	5.1513719559	18.6353855133	3.5947730541	19.2593460083	0.00	0.00	439874.873300001	6470232.41609999
1599	22.97255	58.36845	6	5.1513719559	18.6353855133	3.5947730541	19.2593460083	0.00	0.00	439874.873300001	6470232.41609999
1600	22.97255	58.36845	6	5.1513719559	18.6353855133	3.5947730541	19.2593460083	0.00	0.00	439874.873300001	6470232.41609999
1601	22.97261	58.378	0.7	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439894.675099998	6471295.89889999
1602	22.97267	58.60934	2.5	5.4301748276	19.2950897217	3.3662605286	20.1705780029	0.00	0.00	440292.799699999	6497059.32939999
1603	22.97267	58.65021	6.1	5.4366254807	19.2246170044	3.4146201611	20.1417179108	0.00	0.00	440362.516000002	6501610.9448
1604	22.97308	58.37788	1	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439921.9648	6471282.114
1605	22.97313	58.37783	0.7	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	94.00	439924.804399997	6471276.50099999
1606	22.97316	58.6851	7.2	5.4480166435	19.1293869019	3.4613842964	20.1058444977	0.00	0.00	440450.446199998	6505496.16589999
1607	22.97319	58.37086	3.4	5.1481947899	18.5566864014	3.5951030254	19.1708679199	0.00	0.00	439916.431199997	6470500.2324
1608	22.97322	58.37796	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439930.291000001	6471290.8979
1609	22.97323	58.37104	1.8	5.1481947899	18.5566864014	3.5951030254	19.1708679199	0.00	0.00	439919.078500002	6470520.2423
1610	22.97323	58.37104	2	5.1481947899	18.5566864014	3.5951030254	19.1708679199	0.00	0.00	439919.078500002	6470520.2423
1611	22.97324	58.37822	0.7	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439931.904200002	6471319.83489999
1612	22.97325	58.37805	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439932.199299998	6471300.89389999
1613	22.97331	58.37092	2.4	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439923.554700002	6470506.8068
1614	22.97331	58.37092	2.8	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439923.554700002	6470506.8068
1615	22.97334	58.37069	2.5	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439924.917999997	6470481.166
1616	22.97334	58.37796	0.75	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439937.310800001	6471290.79039999
1617	22.97336	58.37798	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439938.514799997	6471292.9998
1618	22.97336	58.37808	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439938.6853	6471304.1363
1619	22.97337	58.37073	3.5	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439926.741499997	6470485.59369999
1620	22.97338	58.37094	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439927.684500001	6470508.9715
1621	22.97341	58.37085	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439929.286399997	6470498.9217
1622	22.97341	58.37103	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439929.593299999	6470518.96739999
1623	22.97341	58.37804	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439941.542000003	6471299.63699999
1624	22.97343	58.37811	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439942.831299997	6471307.41459999
1625	22.97343	58.37811	0.6	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439942.831299997	6471307.41459999
1626	22.97343	58.37811	0.7	5.1387138367	18.3972072601	3.5936176777	18.9944477081	63.63	0.00	439942.831299997	6471307.41459999
1627	22.97344	58.3781	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439943.399199999	6471306.29199999
1628	22.97344	58.3781	0.6	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439943.399199999	6471306.29199999
1629	22.97344	58.3781	0.7	5.1387138367	18.3972072601	3.5936176777	18.9944477081	7.30	0.00	439943.399199999	6471306.29199999
1630	22.97345	58.37102	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439931.916599996	6470517.818
1631	22.97345	58.37102	3.7	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439931.916599996	6470517.818
1632	22.97345	58.37785	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439943.5581	6471278.44179999
1633	22.97346	58.37092	3.5	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439932.331299997	6470506.67249999
1634	22.97346	58.37797	1	5.1387138367	18.3972072601	3.5936176777	18.9944477081	7.28	0.00	439944.347599998	6471291.79659999
1635	22.97346	58.37801	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439944.415799997	6471296.2512
1636	22.97346	58.37801	0.8	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439944.415799997	6471296.2512
1637	22.97347	58.37071	3	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439932.558399997	6470483.2769
1638	22.9735	58.37101	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439934.825099997	6470516.65949999
1639	22.9735	58.37101	2.4	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439934.825099997	6470516.65949999
1640	22.97351	58.37795	0.7	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439947.238499999	6471289.52459999
1641	22.97351	58.37796	0.4	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439947.255500003	6471290.63819999
1642	22.97352	58.35622	2	5.1599712372	18.8261756897	3.5946159363	19.4709720612	0.00	47.00	439910.788000002	6468869.5526
1643	22.97352	58.37094	3	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439935.876000002	6470508.84609999
1644	22.97352	58.37792	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	47.00	439947.772299997	6471286.1746
1645	22.97352	58.37792	0.6	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439947.772299997	6471286.1746
1646	22.97353	58.37103	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439936.614500001	6470518.85999999
1647	22.97353	58.37794	0.4	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439948.391400001	6471288.39299999
1648	22.97354	58.37094	1.3	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439937.046199999	6470508.8282
1649	22.97354	58.37098	2.5	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439937.114299997	6470513.2828
1650	22.97354	58.37101	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439937.1655	6470516.6237
1651	22.97354	58.37101	3.5	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439937.1655	6470516.6237
1652	22.97355	58.37088	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439937.528999999	6470502.13729999
1653	22.97355	58.37088	3.8	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.91	0.00	439937.528999999	6470502.13729999
1654	22.97355	58.37799	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439949.6466	6471293.94339999
1655	22.97355	58.37799	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439949.6466	6471293.94339999
1656	22.97357	58.37095	3.7	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439938.818499997	6470509.91499999
1657	22.97358	58.37093	3	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439939.369499996	6470507.6787
1658	22.97359	58.3709	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439939.903499998	6470504.3288
1659	22.97359	58.37094	3	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439939.971699997	6470508.78339999
1660	22.97359	58.37094	3.2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439939.971699997	6470508.78339999
1661	22.97359	58.37096	3	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439940.005800001	6470511.01069999
1662	22.97359	58.37099	2	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439940.056900002	6470514.3517
1663	22.97359	58.37814	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439952.2421	6471310.6123
1664	22.9736	58.37813	0.3	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439952.810099996	6471309.4897
1665	22.97361	58.37098	1.5	5.1490149498	18.5837230682	3.5947737694	19.2021522522	329.84	0.00	439941.21	6470513.2201
1666	22.97361	58.37794	0.4	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439953.071299999	6471288.3214
1667	22.97363	58.37096	2.9	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439942.346199996	6470510.97489999
1668	22.97367	58.37085	3	5.1490149498	18.5837230682	3.5947737694	19.2021522522	0.00	0.00	439944.499099999	6470498.6889
1669	22.97367	58.37814	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439956.921999998	6471310.54069999
1670	22.97367	58.37814	0.5	5.1387138367	18.3972072601	3.5936176777	18.9944477081	0.00	0.00	439956.921999998	6471310.54069999
1671	22.97367	58.37814	1	5.1387138367	18.3972072601	3.5936176777	18.9944477081	70.03	47.00	439956.921999998	6471310.54069999
1672	22.97368	58.37093	3	5.1490149498	18.5837230682	3.5947737694	19.2021522522	198.59	0.00	439945.220499999	6470507.5892
